,,,,,,,,,,,,整型,,,,,
迭代,lr,验证准确率,验证混淆>5,验证混淆>10,测试准确率,测试混淆>5,测试混淆>10,应用准确率,应用混淆>5,应用混淆>10,,验证准确率,验证混淆>5,验证混淆>10,测试准确率,测试混淆>5,测试混淆>10
,,,,,,,,,,,,,,,,,
2739,0.005,0.980114652,33,17,0.98240164,27,16,0.987411203,46,31,,,,,,,
,,,,,,,,,,,,,,,,,
2740,0.05,0.95558421,50,29,0.955343968,53,25,0.945491,72,54,,,,,,,
,,,,,,,,,,,,,,,,,
2741,0.01,0.992465317,22,11,0.992932698,20,13,0.994761515,38,26,,,,,,,
,,,,,,,,,,,,,,,,,
2742,0.005,0.989358231,26,13,0.989531073,27,15,0.990899417,38,28,,,,,,,
,,,,,,,,,,,,,,,,,
2743,0.05,0.89251037,147,102,0.887528929,142,106,0.889396075,184,146,,,,,,,
,,,,,,,,,,,,,,,,,
2744,0.01,0.988379499,34,22,0.988832109,32,18,0.9890793,46,34,,,,,,,
,,,,,,,,,,,,,,,,,
2745,0.005,0.981155525,26,17,0.980661997,25,17,0.985303483,38,24,,,,,,,
,,,,,,,,,,,,,,,,,
2746,0.05,0.853050381,94,74,0.852689458,96,72,0.850483379,118,91,,,,,,,
,,,,,,,,,,,,,,,,,
2747,0.01,0.968556293,33,24,0.969975614,30,22,0.978536593,52,39,,,,,,,
,,,,,,,,,,,,,,,,,
2748,0.005,0.988628066,25,15,0.989360215,24,17,0.990307776,40,27,,,,,,,
,,,,,,,,,,,,,,,,,
2749,0.05,0.99293138,16,11,0.992000746,18,10,0.994535542,25,17,,,,,,,
,,,,,,,,,,,,,,,,,
2750,0.01,0.974086905,28,16,0.974169398,27,18,0.979387077,54,37,,,,,,,
,,,,,,,,,,,,,,,,,
2751,0.005,0.986515248,22,13,0.988428263,16,11,0.991203455,32,20,,,,,,,
,,,,,,,,,,,,,,,,,
2752,0.05,0.991284625,27,14,0.992000746,26,15,0.990176301,42,31,,,,,,,
,,,,,,,,,,,,,,,,,
2753,0.01,0.984868493,42,24,0.985321756,36,23,0.981996048,53,40,,,,,,,
,,,,,,,,,,,,,,,,,
2754,0.005,0.992605136,17,11,0.993367609,21,10,0.994334219,34,22,,,,,,,
,,,,,,,,,,,,,,,,,
2755,0.05,0.958706831,76,55,0.958062161,75,50,0.963712709,99,75,,,,,,,
,,,,,,,,,,,,,,,,,
2756,0.01,0.98076714,25,15,0.981407558,23,16,0.986568936,42,22,,,,,,,
,,,,,,,,,,,,,,,,,
2757,0.005,0.966521152,35,26,0.971963778,36,23,0.976285072,54,34,,,,,,,
,,,,,,,,,,,,,,,,,
2758,0.05,0.972921748,49,33,0.975846911,53,28,0.979773287,89,60,,,,,,,
,,,,,,,,,,,,,,,,,
2759,0.01,0.993490655,20,13,0.993833584,16,11,0.992242934,32,21,,,,,,,
,,,,,,,,,,,,,,,,,
2760,0.005,0.975640448,37,26,0.976312887,33,24,0.982217913,55,38,,,,,,,
,,,,,,,,,,,,,,,,,
2761,0.05,0.969068962,43,27,0.968080645,41,26,0.962508885,67,45,,,,,,,
,,,,,,,,,,,,,,,,,
2762,0.01,0.996986127,12,5,0.99644305,15,6,0.99448213,30,19,,,,,,,
,,,,,,,,,,,,,,,,,
2763,0.005,0.984713138,38,21,0.986005188,31,19,0.989670941,54,30,,,,,,,
,,,,,,,,,,,,,,,,,
2764,0.05,0.984915099,43,24,0.982650161,42,28,0.984148962,71,46,,,,,,,
,,,,,,,,,,,,,,,,,
2765,0.01,0.975593842,39,24,0.975940107,32,17,0.983249175,54,38,,,,,,,
,,,,,,,,,,,,,,,,,
2766,0.005,0.988690208,34,15,0.988583588,31,16,0.985270614,49,34,,,,,,,
,,,,,,,,,,,,,,,,,
2767,0.05,0.055259519,32,32,0.05524922,32,32,0.08044258,32,32,,,,,,,
,,,,,,,,,,,,,,,,,
2768,0.01,0.981947832,22,14,0.981531818,24,11,0.980023912,43,31,,,,,,,
,,,,,,,,,,,,,,,,,
2769,0.005,0.980301077,16,13,0.981252233,19,12,0.987197555,27,18,,,,,,,
,,,,,,,,,,,,,,,,,
2770,0.05,0.906880641,56,44,0.910858794,59,43,0.915547411,75,61,,,,,,,
,,,,,,,,,,,,,,,,,
2771,0.01,0.986390965,21,14,0.987822494,17,12,0.985011771,36,21,,,,,,,
,,,,,,,,,,,,,,,,,
2772,0.005,0.98406065,33,26,0.983799568,31,25,0.98098122,49,37,,,,,,,
,,,,,,,,,,,,,,,,,
2773,0.05,0.995448119,20,9,0.993693792,20,12,0.994198635,32,22,,,,,,,
,,,,,,,,,,,,,,,,,
2774,0.01,0.989187342,29,15,0.988801044,31,19,0.988849218,51,33,,,,,,,
,,,,,,,,,,,,,,,,,
2775,0.005,0.957728099,55,36,0.957829173,47,36,0.969477097,75,51,,,,,,,
,,,,,,,,,,,,,,,,,
2776,0.05,0.857726545,103,79,0.855003806,103,79,0.858125403,137,107,,,,,,,
,,,,,,,,,,,,,,,,,
2777,0.01,0.952601408,86,57,0.95136764,79,61,0.95495725,96,81,,,,,,,
,,,,,,,,,,,,,,,,,
2778,0.005,0.991595333,30,18,0.99172116,25,13,0.991967657,46,29,,,,,,,
,,,,,,,,,,,,,,,,,
2779,0.05,0.965604561,66,39,0.966403131,62,42,0.958802914,112,76,,,,,,,
,,,,,,,,,,,,,,,,,
2780,0.01,0.993630474,18,9,0.993771454,20,9,0.993578234,35,23,,,,,,,
,,,,,,,,,,,,,,,,,
2781,0.005,0.965060821,33,24,0.965005203,38,26,0.971071239,60,43,,,,,,,
,,,,,,,,,,,,,,,,,
2782,0.05,0.910748963,83,57,0.911231575,84,61,0.926525632,134,97,,,,,,,
,,,,,,,,,,,,,,,,,
2783,0.01,0.978297006,41,23,0.979776642,39,25,0.984958359,66,42,,,,,,,
,,,,,,,,,,,,,,,,,
2784,0.005,0.979368951,49,28,0.9799475,44,32,0.979337773,61,48,,,,,,,
,,,,,,,,,,,,,,,,,
2785,0.05,0.056580031,33,33,0.056569485,33,33,0.038822307,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2786,0.01,0.949137007,66,48,0.949130955,68,48,0.958502985,96,72,,,,,,,
,,,,,,,,,,,,,,,,,
2787,0.005,0.971414812,48,34,0.971295879,43,30,0.973100895,71,52,,,,,,,
,,,,,,,,,,,,,,,,,
2788,0.05,0.680591589,145,112,0.676674795,148,113,0.706381912,183,151,,,,,,,
,,,,,,,,,,,,,,,,,
2789,0.01,0.992294427,24,16,0.990804741,27,16,0.991918354,42,30,,,,,,,
,,,,,,,,,,,,,,,,,
2790,0.005,0.975500629,38,27,0.976421615,38,28,0.979440489,64,47,,,,,,,
,,,,,,,,,,,,,,,,,
2791,0.05,0.971414812,36,21,0.973408304,31,20,0.959094626,47,35,,,,,,,
,,,,,,,,,,,,,,,,,
2792,0.01,0.992527459,13,8,0.992093941,18,7,0.993282414,39,21,,,,,,,
,,,,,,,,,,,,,,,,,
2793,0.005,0.994702419,17,11,0.993911247,21,14,0.993064657,34,23,,,,,,,
,,,,,,,,,,,,,,,,,
2794,0.05,0.980409825,29,22,0.979574719,28,20,0.983368325,48,37,,,,,,,
,,,,,,,,,,,,,,,,,
2795,0.01,0.975407417,31,13,0.975986704,30,18,0.977612155,51,37,,,,,,,
,,,,,,,,,,,,,,,,,
2796,0.005,0.989948578,30,18,0.989934919,26,17,0.992103241,36,30,,,,,,,
,,,,,,,,,,,,,,,,,
2797,0.05,0.492690581,159,129,0.4922415,164,135,0.500868972,199,166,,,,,,,
,,,,,,,,,,,,,,,,,
2798,0.01,0.996504529,12,8,0.996427517,12,6,0.995928362,19,15,,,,,,,
,,,,,,,,,,,,,,,,,
2799,0.005,0.964983144,24,15,0.968127243,25,17,0.978187361,42,28,,,,,,,
,,,,,,,,,,,,,,,,,
2800,0.05,0.863055197,105,74,0.864649508,105,69,0.869046103,146,112,,,,,,,
,,,,,,,,,,,,,,,,,
2801,0.01,0.986530784,26,16,0.985181964,24,18,0.987649502,37,29,,,,,,,
,,,,,,,,,,,,,,,,,
2802,0.005,0.992884774,22,16,0.992513319,22,15,0.993935684,35,24,,,,,,,
,,,,,,,,,,,,,,,,,
2803,0.05,0.951591605,68,51,0.949954179,65,46,0.931057434,96,72,,,,,,,
,,,,,,,,,,,,,,,,,
2804,0.01,0.993832435,16,11,0.994082105,15,11,0.995127182,35,20,,,,,,,
,,,,,,,,,,,,,,,,,
2805,0.005,0.956065808,54,35,0.952858763,50,40,0.950889721,78,56,,,,,,,
,,,,,,,,,,,,,,,,,
2806,0.05,0.054607031,33,33,0.054596853,33,33,0.0780678,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2807,0.01,0.958038808,65,46,0.958248552,56,45,0.967315965,84,66,,,,,,,
,,,,,,,,,,,,,,,,,
2808,0.005,0.974848141,45,32,0.974728569,41,28,0.978626983,69,42,,,,,,,
,,,,,,,,,,,,,,,,,
2809,0.05,0.901489848,49,34,0.902626551,53,35,0.891442165,80,58,,,,,,,
,,,,,,,,,,,,,,,,,
2810,0.01,0.984759745,36,26,0.984281077,35,24,0.987394768,64,45,,,,,,,
,,,,,,,,,,,,,,,,,
2811,0.005,0.976277401,22,15,0.975707119,19,14,0.987012667,33,22,,,,,,,
,,,,,,,,,,,,,,,,,
2812,0.05,0.990476782,26,15,0.991239652,21,12,0.989847612,41,29,,,,,,,
,,,,,,,,,,,,,,,,,
2813,0.01,0.986499713,19,10,0.988241873,19,11,0.990693986,32,20,,,,,,,
,,,,,,,,,,,,,,,,,
2814,0.005,0.990989451,21,13,0.990121309,29,18,0.989403881,43,28,,,,,,,
,,,,,,,,,,,,,,,,,
2815,0.05,0.917926331,87,60,0.911138379,92,70,0.89760098,123,96,,,,,,,
,,,,,,,,,,,,,,,,,
2816,0.01,0.896301015,88,63,0.891365465,90,66,0.899967542,132,98,,,,,,,
,,,,,,,,,,,,,,,,,
2817,0.005,0.977442558,35,18,0.977182709,33,22,0.976161814,59,35,,,,,,,
,,,,,,,,,,,,,,,,,
2818,0.05,0.995541332,13,8,0.996008139,15,6,0.996421396,26,18,,,,,,,
,,,,,,,,,,,,,,,,,
2819,0.01,0.984542249,31,18,0.98485578,29,16,0.981667358,62,39,,,,,,,
,,,,,,,,,,,,,,,,,
2820,0.005,0.990725349,23,19,0.991332847,22,17,0.991207563,39,31,,,,,,,
,,,,,,,,,,,,,,,,,
2821,0.05,0.885333002,129,92,0.882232336,133,86,0.873249216,204,154,,,,,,,
,,,,,,,,,,,,,,,,,
2822,0.01,0.993583868,27,13,0.993476336,26,15,0.993031788,44,32,,,,,,,
,,,,,,,,,,,,,,,,,
2823,0.005,0.915797977,95,65,0.910936456,90,67,0.913768381,120,90,,,,,,,
,,,,,,,,,,,,,,,,,
2824,0.05,0.995090805,16,7,0.994190833,21,10,0.989798308,31,25,,,,,,,
,,,,,,,,,,,,,,,,,
2825,0.01,0.977225062,41,22,0.974728569,40,26,0.977357421,65,46,,,,,,,
,,,,,,,,,,,,,,,,,
2826,0.005,0.992946915,16,6,0.993352076,20,5,0.993052331,35,23,,,,,,,
,,,,,,,,,,,,,,,,,
2827,0.05,0.887430285,99,79,0.884795204,97,76,0.877103098,138,113,,,,,,,
,,,,,,,,,,,,,,,,,
2828,0.01,0.991828365,18,8,0.99172116,16,12,0.992452474,33,20,,,,,,,
,,,,,,,,,,,,,,,,,
2829,0.005,0.980580714,27,19,0.980677529,25,18,0.984173614,45,31,,,,,,,
,,,,,,,,,,,,,,,,,
2830,0.05,0.97896503,30,21,0.978627235,31,23,0.978138058,53,38,,,,,,,
,,,,,,,,,,,,,,,,,
2831,0.01,0.990632137,25,16,0.990866871,22,15,0.992247043,38,23,,,,,,,
,,,,,,,,,,,,,,,,,
2832,0.005,0.97461511,34,21,0.972973393,40,23,0.980340276,61,45,,,,,,,
,,,,,,,,,,,,,,,,,
2833,0.05,0.840078299,129,96,0.841987543,125,94,0.843231673,164,135,,,,,,,
,,,,,,,,,,,,,,,,,
2834,0.01,0.966132766,39,23,0.964989671,38,28,0.97697532,54,39,,,,,,,
,,,,,,,,,,,,,,,,,
2835,0.005,0.941602324,76,54,0.942389836,79,52,0.947076926,111,85,,,,,,,
,,,,,,,,,,,,,,,,,
2836,0.05,0.836256583,134,103,0.83712586,133,98,0.852537686,168,139,,,,,,,
,,,,,,,,,,,,,,,,,
2837,0.01,0.975469558,28,22,0.976421615,31,22,0.980496403,43,32,,,,,,,
,,,,,,,,,,,,,,,,,
2838,0.005,0.980938029,26,20,0.981873534,24,16,0.983068396,41,28,,,,,,,
,,,,,,,,,,,,,,,,,
2839,0.05,0.927387407,63,42,0.928099905,60,42,0.926390047,93,71,,,,,,,
,,,,,,,,,,,,,,,,,
2840,0.01,0.976339542,31,18,0.9773691,30,15,0.975541413,42,31,,,,,,,
,,,,,,,,,,,,,,,,,
2841,0.005,0.993381907,16,10,0.993786987,16,9,0.995090205,27,19,,,,,,,
,,,,,,,,,,,,,,,,,
2842,0.05,0.985179201,44,30,0.984141284,43,29,0.984909056,61,43,,,,,,,
,,,,,,,,,,,,,,,,,
2843,0.01,0.992636207,23,14,0.992389059,25,12,0.991684163,39,29,,,,,,,
,,,,,,,,,,,,,,,,,
2844,0.005,0.988426106,30,17,0.98932915,29,21,0.991043219,40,29,,,,,,,
,,,,,,,,,,,,,,,,,
2845,0.05,0.962015877,42,30,0.965502245,43,27,0.961896701,58,42,,,,,,,
,,,,,,,,,,,,,,,,,
2846,0.01,0.944134599,49,37,0.947313648,50,33,0.96433311,87,65,,,,,,,
,,,,,,,,,,,,,,,,,
2847,0.005,0.920132362,101,72,0.920116183,97,69,0.931727139,142,101,,,,,,,
,,,,,,,,,,,,,,,,,
2848,0.05,0.961456602,54,40,0.963545145,60,36,0.942146587,88,66,,,,,,,
,,,,,,,,,,,,,,,,,
2849,0.01,0.986064721,29,16,0.986098383,27,14,0.98824936,49,30,,,,,,,
,,,,,,,,,,,,,,,,,
2850,0.005,0.989715546,26,11,0.991224119,23,12,0.991762226,41,27,,,,,,,
,,,,,,,,,,,,,,,,,
2851,0.05,0.991719617,27,13,0.990478557,31,19,0.987555004,53,40,,,,,,,
,,,,,,,,,,,,,,,,,
2852,0.01,0.992465317,16,11,0.99184542,13,10,0.993130395,25,15,,,,,,,
,,,,,,,,,,,,,,,,,
2853,0.005,0.995914182,15,8,0.99515385,17,8,0.996655587,28,12,,,,,,,
,,,,,,,,,,,,,,,,,
2854,0.05,0.984216005,39,25,0.983488918,40,22,0.984699516,63,45,,,,,,,
,,,,,,,,,,,,,,,,,
2855,0.01,0.995308301,16,8,0.995386838,16,8,0.992777054,35,24,,,,,,,
,,,,,,,,,,,,,,,,,
2856,0.005,0.988628066,20,13,0.988661251,20,13,0.989173799,35,19,,,,,,,
,,,,,,,,,,,,,,,,,
2857,0.05,0.989560192,30,20,0.988536991,30,18,0.976593218,53,41,,,,,,,
,,,,,,,,,,,,,,,,,
2858,0.01,0.991766223,29,16,0.992590982,26,13,0.990603597,41,35,,,,,,,
,,,,,,,,,,,,,,,,,
2859,0.005,0.992356569,18,10,0.992808437,18,12,0.993216676,34,18,,,,,,,
,,,,,,,,,,,,,,,,,
2860,0.05,0.823657351,130,99,0.822416552,136,103,0.835897794,175,144,,,,,,,
,,,,,,,,,,,,,,,,,
2861,0.01,0.995137411,17,7,0.995728554,14,7,0.994268482,32,21,,,,,,,
,,,,,,,,,,,,,,,,,
2862,0.005,0.97913592,37,22,0.978285519,34,23,0.98186868,56,41,,,,,,,
,,,,,,,,,,,,,,,,,
2863,0.05,0.966132766,39,28,0.966869107,42,22,0.9695264,62,43,,,,,,,
,,,,,,,,,,,,,,,,,
2864,0.01,0.985365626,34,14,0.986377969,27,14,0.987739892,49,29,,,,,,,
,,,,,,,,,,,,,,,,,
2865,0.005,0.962885861,54,32,0.961929762,46,33,0.970816505,84,54,,,,,,,
,,,,,,,,,,,,,,,,,
2866,0.05,0.937143656,77,50,0.938646495,80,48,0.937224466,137,103,,,,,,,
,,,,,,,,,,,,,,,,,
2867,0.01,0.986018114,33,20,0.986843945,36,20,0.984933708,47,36,,,,,,,
,,,,,,,,,,,,,,,,,
2868,0.005,0.991051593,22,17,0.99190755,25,11,0.993381021,35,27,,,,,,,
,,,,,,,,,,,,,,,,,
2869,0.05,0.87602728,76,62,0.876283376,82,62,0.890977892,115,96,,,,,,,
,,,,,,,,,,,,,,,,,
2870,0.01,0.996628812,7,3,0.997173079,6,4,0.996014643,18,11,,,,,,,
,,,,,,,,,,,,,,,,,
2871,0.005,0.815609999,156,113,0.812460198,153,106,0.840713091,204,158,,,,,,,
,,,,,,,,,,,,,,,,,
2872,0.05,0.993770293,18,10,0.993973377,15,9,0.993331717,36,23,,,,,,,
,,,,,,,,,,,,,,,,,
2873,0.01,0.973636378,32,22,0.973781085,31,20,0.982595905,44,35,,,,,,,
,,,,,,,,,,,,,,,,,
2874,0.005,0.983346021,29,17,0.985679005,28,19,0.987883693,43,31,,,,,,,
,,,,,,,,,,,,,,,,,
2875,0.05,0.972222654,48,32,0.970907566,47,30,0.966814714,73,52,,,,,,,
,,,,,,,,,,,,,,,,,
2876,0.01,0.960695366,37,27,0.959491154,39,25,0.966913321,64,47,,,,,,,
,,,,,,,,,,,,,,,,,
2877,0.005,0.955320108,45,31,0.957161274,43,30,0.965450654,63,44,,,,,,,
,,,,,,,,,,,,,,,,,
2878,0.05,0.990492318,27,14,0.989748528,27,15,0.990472121,45,31,,,,,,,
,,,,,,,,,,,,,,,,,
2879,0.01,0.93764079,78,54,0.936440875,72,57,0.950470642,107,89,,,,,,,
,,,,,,,,,,,,,,,,,
2880,0.005,0.948422377,74,44,0.948431991,67,43,0.956752715,106,79,,,,,,,
,,,,,,,,,,,,,,,,,
2881,0.05,0.993226553,21,11,0.992420124,18,13,0.991228106,35,23,,,,,,,
,,,,,,,,,,,,,,,,,
2882,0.01,0.988115397,29,17,0.986564359,28,18,0.988639679,42,26,,,,,,,
,,,,,,,,,,,,,,,,,
2883,0.005,0.929018627,90,60,0.931517063,92,63,0.929607093,137,114,,,,,,,
,,,,,,,,,,,,,,,,,
2884,0.05,0.152480231,256,226,0.152405213,264,235,0.114067488,289,269,,,,,,,
,,,,,,,,,,,,,,,,,
2885,0.01,0.973201386,36,21,0.975380935,40,21,0.978195578,56,43,,,,,,,
,,,,,,,,,,,,,,,,,
2886,0.005,0.992589601,21,11,0.991177521,23,15,0.989449076,39,26,,,,,,,
,,,,,,,,,,,,,,,,,
2887,0.05,0.983112989,33,22,0.981656079,33,23,0.982772576,55,36,,,,,,,
,,,,,,,,,,,,,,,,,
2888,0.01,0.989637869,26,15,0.989282552,25,16,0.989831177,39,30,,,,,,,
,,,,,,,,,,,,,,,,,
2889,0.005,0.982196399,31,20,0.982137587,28,19,0.983540887,46,35,,,,,,,
,,,,,,,,,,,,,,,,,
2890,0.05,0.968602899,60,37,0.967102095,57,35,0.943202501,93,62,,,,,,,
,,,,,,,,,,,,,,,,,
2891,0.01,0.927837934,68,50,0.926515587,68,53,0.914857164,99,78,,,,,,,
,,,,,,,,,,,,,,,,,
2892,0.005,0.993009057,20,11,0.992746307,24,15,0.987029101,43,32,,,,,,,
,,,,,,,,,,,,,,,,,
2893,0.05,0.016949153,33,33,0.016961526,33,33,0.008969107,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2894,0.01,0.981062313,33,22,0.980164956,32,23,0.979083039,55,37,,,,,,,
,,,,,,,,,,,,,,,,,
2895,0.005,0.984169398,30,19,0.985104301,28,16,0.986006056,42,29,,,,,,,
,,,,,,,,,,,,,,,,,
2896,0.05,0.935263869,62,39,0.93291499,61,35,0.931735356,95,71,,,,,,,
,,,,,,,,,,,,,,,,,
2897,0.01,0.944957977,47,33,0.942451966,49,35,0.959053539,62,47,,,,,,,
,,,,,,,,,,,,,,,,,
2898,0.005,0.991968183,17,10,0.992171603,16,10,0.992912639,28,19,,,,,,,
,,,,,,,,,,,,,,,,,
2899,0.05,0.977489164,23,16,0.977912738,24,16,0.985800625,38,29,,,,,,,
,,,,,,,,,,,,,,,,,
2900,0.01,0.996442387,14,9,0.996070269,17,9,0.997822434,24,14,,,,,,,
,,,,,,,,,,,,,,,,,
2901,0.005,0.989249483,27,16,0.989841724,26,16,0.991799204,43,24,,,,,,,
,,,,,,,,,,,,,,,,,
2902,0.05,0.883763924,97,73,0.880461627,104,75,0.880488597,140,110,,,,,,,
,,,,,,,,,,,,,,,,,
2903,0.01,0.924171573,80,61,0.918423137,83,60,0.921780181,106,84,,,,,,,
,,,,,,,,,,,,,,,,,
2904,0.005,0.992309963,24,11,0.991550302,29,15,0.99252232,39,29,,,,,,,
,,,,,,,,,,,,,,,,,
2905,0.05,0.01559757,33,33,0.015610196,33,33,0.008254208,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2906,0.01,0.01722879,42,41,0.016744071,44,41,0.008804763,45,42,,,,,,,
,,,,,,,,,,,,,,,,,
2907,0.005,0.983563517,33,19,0.983721906,28,16,0.986437461,45,28,,,,,,,
,,,,,,,,,,,,,,,,,
2908,0.05,0.017135578,33,33,0.017132384,33,33,0.009063606,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2909,0.01,0.993086734,21,13,0.993600596,20,13,0.995081987,34,21,,,,,,,
,,,,,,,,,,,,,,,,,
2910,0.005,0.989948578,24,12,0.98932915,31,15,0.989009454,37,28,,,,,,,
,,,,,,,,,,,,,,,,,
2911,0.05,0.974195653,52,33,0.975738184,52,30,0.977838129,73,52,,,,,,,
,,,,,,,,,,,,,,,,,
2912,0.01,0.993925647,23,13,0.994594679,19,10,0.995390134,35,20,,,,,,,
,,,,,,,,,,,,,,,,,
2913,0.005,0.982662462,26,14,0.982572498,25,14,0.985348678,43,29,,,,,,,
,,,,,,,,,,,,,,,,,
2914,0.05,0.926657242,70,47,0.926826238,64,50,0.945864884,94,75,,,,,,,
,,,,,,,,,,,,,,,,,
2915,0.01,0.961891594,45,34,0.962535531,46,27,0.972349019,66,50,,,,,,,
,,,,,,,,,,,,,,,,,
2916,0.005,0.981994438,25,14,0.982945279,19,16,0.981293474,38,26,,,,,,,
,,,,,,,,,,,,,,,,,
2917,0.05,0.915704765,78,62,0.915471956,83,63,0.914561344,104,84,,,,,,,
,,,,,,,,,,,,,,,,,
2918,0.01,0.988099862,22,14,0.988707849,27,14,0.991421211,41,27,,,,,,,
,,,,,,,,,,,,,,,,,
2919,0.005,0.941151797,65,40,0.942218978,67,42,0.959719135,92,73,,,,,,,
,,,,,,,,,,,,,,,,,
2920,0.05,0.988193074,28,13,0.989903854,23,14,0.989798308,38,26,,,,,,,
,,,,,,,,,,,,,,,,,
2921,0.01,0.989762153,14,8,0.988630186,15,8,0.992542863,36,17,,,,,,,
,,,,,,,,,,,,,,,,,
2922,0.005,0.994717954,17,9,0.99502959,16,10,0.996458374,32,15,,,,,,,
,,,,,,,,,,,,,,,,,
2923,0.05,0.96774845,36,24,0.96933878,36,23,0.980093759,61,45,,,,,,,
,,,,,,,,,,,,,,,,,
2924,0.01,0.990150538,29,14,0.988754446,27,21,0.990463904,42,29,,,,,,,
,,,,,,,,,,,,,,,,,
2925,0.005,0.996255962,10,6,0.996396452,11,5,0.996203639,21,15,,,,,,,
,,,,,,,,,,,,,,,,,
2926,0.05,0.978095046,32,23,0.977446762,31,20,0.979617159,48,36,,,,,,,
,,,,,,,,,,,,,,,,,
2927,0.01,0.993972254,25,7,0.994718939,22,9,0.994584845,37,22,,,,,,,
,,,,,,,,,,,,,,,,,
2928,0.005,0.971834268,39,23,0.971000761,34,22,0.974469064,57,41,,,,,,,
,,,,,,,,,,,,,,,,,
2929,0.05,0.016389877,33,33,0.016386822,33,33,0.008669178,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2930,0.01,0.975780267,30,16,0.97534987,21,15,0.982065894,35,22,,,,,,,
,,,,,,,,,,,,,,,,,
2931,0.005,0.995152946,12,6,0.995200447,9,5,0.994030182,30,20,,,,,,,
,,,,,,,,,,,,,,,,,
2932,0.05,0.909164349,73,54,0.911091782,77,53,0.922786792,125,86,,,,,,,
,,,,,,,,,,,,,,,,,
2933,0.01,0.969876804,38,24,0.970099874,35,22,0.977316335,54,36,,,,,,,
,,,,,,,,,,,,,,,,,
2934,0.005,0.986002579,28,17,0.985741135,27,16,0.988253469,47,30,,,,,,,
,,,,,,,,,,,,,,,,,
2935,0.05,0.989870901,20,12,0.989857256,21,12,0.987464615,33,23,,,,,,,
,,,,,,,,,,,,,,,,,
2936,0.01,0.970529292,37,21,0.969230052,35,19,0.972135371,60,37,,,,,,,
,,,,,,,,,,,,,,,,,
2937,0.005,0.98786683,26,15,0.987946755,26,13,0.989884589,39,28,,,,,,,
,,,,,,,,,,,,,,,,,
2938,0.05,0.904612469,94,59,0.905515602,81,55,0.905863405,129,103,,,,,,,
,,,,,,,,,,,,,,,,,
2939,0.01,0.981077848,46,28,0.98215312,38,31,0.98305607,60,44,,,,,,,
,,,,,,,,,,,,,,,,,
2940,0.005,0.985458839,27,17,0.986471164,29,19,0.989847612,44,31,,,,,,,
,,,,,,,,,,,,,,,,,
2941,0.05,0.96302568,62,43,0.959320296,55,44,0.959493161,85,70,,,,,,,
,,,,,,,,,,,,,,,,,
2942,0.01,0.991269089,28,12,0.991627965,20,9,0.991815638,49,33,,,,,,,
,,,,,,,,,,,,,,,,,
2943,0.005,0.961549814,54,41,0.961199733,56,37,0.963067657,81,63,,,,,,,
,,,,,,,,,,,,,,,,,
2944,0.05,0.996861843,13,8,0.996582843,11,6,0.99516416,29,17,,,,,,,
,,,,,,,,,,,,,,,,,
2945,0.01,0.969799127,35,25,0.969587301,35,25,0.97884474,58,43,,,,,,,
,,,,,,,,,,,,,,,,,
2946,0.005,0.981606053,37,20,0.981982262,31,20,0.981872789,51,36,,,,,,,
,,,,,,,,,,,,,,,,,
2947,0.05,0.052711709,33,33,0.052717417,33,33,0.071995267,33,33,,,,,,,
,,,,,,,,,,,,,,,,,
2948,0.01,0.991455514,15,8,0.991674562,16,8,0.991581447,24,15,,,,,,,
,,,,,,,,,,,,,,,,,
2949,0.005,0.975562771,41,24,0.976763331,40,25,0.97700408,60,41,,,,,,,
,,,,,,,,,,,,,,,,,
2950,0.05,0.891220929,71,53,0.892654665,80,54,0.917375745,107,82,,,,,,,
,,,,,,,,,,,,,,,,,
2951,0.01,0.992962451,22,13,0.992979295,22,12,0.992197739,33,20,,,,,,,
,,,,,,,,,,,,,,,,,
2952,0.005,0.972859606,27,17,0.973517031,28,16,0.982747924,47,29,,,,,,,
,,,,,,,,,,,,,,,,,
2953,0.05,0.882707515,90,71,0.880244171,89,72,0.896475219,124,93,,,,,,,
,,,,,,,,,,,,,,,,,
2954,0.01,0.980627321,35,20,0.979450459,34,19,0.980307407,45,30,,,,,,,
,,,,,,,,,,,,,,,,,
2955,0.005,0.991626404,18,11,0.990696013,21,11,0.991133608,33,22,,,,,,,
,,,,,,,,,,,,,,,,,
2956,0.05,0.970218584,40,21,0.969012597,38,24,0.977595721,64,44,,,,,,,
,,,,,,,,,,,,,,,,,
2957,0.01,0.994531529,17,9,0.995076187,18,8,0.995924254,28,17,,,,,,,
,,,,,,,,,,,,,,,,,
2958,0.005,0.991766223,25,14,0.991969681,24,15,0.993467302,40,23,,,,,,,
,,,,,,,,,,,,,,,,,
2959,0.05,0.559213286,171,140,0.564048399,161,137,0.545143411,200,171,,,,,,,
,,,,,,,,,,,,,,,,,
2960,0.01,0.993086734,17,9,0.993103555,16,9,0.994313676,30,20,,,,,,,
,,,,,,,,,,,,,,,,,
2961,0.005,0.988068791,33,20,0.988971902,29,18,0.987086622,47,33,,,,,,,
,,,,,,,,,,,,,,,,,
